year,obs.hours,species,spcode,behavior,diet,habitat,tolerance,DDT,pop est,size,count,urban %,TOTAL NE POP,deciduous %,evergreen %,mixed %,cropland %,pasture %,cattles and cows,sheep and lambs,CAN arable,CAN built up,CAN natural,Aug NAO,Sept NAO,Oct NAO,Autumn NAO,Apr NAO,May NAO,Spring NAO
1985,802,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,50,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,368,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,405,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,12,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,12,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,203,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,2895,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1985,802,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,5766,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-0.48,-0.52,0.9,-0.033333333,0.32,-0.49,-0.085
1986,822,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,455,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,56,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,28,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,13996,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,569,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,43,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,78,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,106,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,304,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,798,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,25,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,11,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,175,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3305,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,9239,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1986,822,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,24,0.05,42303.077,0.38,0.11,0.18,0.07,0.14,4416543,239718,0.0688,0.0084,0.1627,-1.09,-1.12,1.55,-0.22,-0.59,0.85,0.13
1987,910,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,576,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,65,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,30,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,8409,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,590,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,98,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,51,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,57,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,356,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,669,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,31,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,22,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,351,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,4215,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,6776,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1987,910,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,70,0.05,42449.175,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,-0.83,-1.22,0.14,-0.636666667,2,0.98,1.49
1988,969,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,634,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,57,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,16,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,5944,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,459,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,66,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,49,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,50,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,306,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,609,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,15,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,14,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,365,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,4687,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,6714,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1988,969,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,51,0.05,42630.943,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.04,-0.99,-1.08,-0.676666667,-1.17,0.63,-0.27
1989,921,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,839,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,62,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,53,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,7504,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,786,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,45,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,157,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,27,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,401,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,758,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,51,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,12,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,260,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3710,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,9832,0.05,43030.819,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1989,921,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,203,0.05,42871.584,0.38,0.11,0.18,0.07,0.14,4021984,258681,0.0688,0.0084,0.1627,0.01,2.05,-0.03,0.676666667,0.28,1.38,0.83
1990,965,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,726,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,76,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,28,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,4656,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,642,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,77,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,144,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,88,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,318,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,872,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,48,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,21,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,328,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3785,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,8127,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1990,965,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,149,0.06,43030.819,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0688,0.0084,0.1627,0.97,1.06,0.23,0.753333333,2,-1.53,0.235
1991,992,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,632,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,70,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,43,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,5858,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,578,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,58,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,90,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,54,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,197,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,606,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,44,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,9,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,168,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,2970,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,5678,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1991,992,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,173,0.06,43118.481,0.39,0.11,0.19,0.05,0.13,4021984,258681,0.0614,0.021,0.1579,1.23,0.48,-0.19,0.506666667,0.29,0.08,0.185
1992,957,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,546,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,91,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,21,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,10661,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,663,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,56,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,73,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
